sentences ,level
وقد تمخض عن المنتدى في أيامه الثلاثة إبرام صفقات تجارية وعقد اتفاقات تعاون وفتح علاقات وإطلاق مشاريع استثمارية مشتركة تعزز فرص التكتل بين الاقتصاديين العرب والأتراك.
 
ويسعى المنتدى الذي انطلقت نسخته الأولى بمدينة إسطنبول الثلاثاء الماضي لتحقيق عدد من الأهداف في مقدمتها تنشيط العلاقات التجارية البينية العربية، إضافة إلى إقامة مركز مالي عماده التعاون بين قطاعات الاستثمارات العربية وبناء آليات تعاون اقتصادي طويل الأمد بين الشركات العربية والتركية للاستفادة من النجاحات التي حققتها تجربة تركيا الاقتصادية.
 
كما يهدف المنتدى الذي تختتم فعالياته اليوم الخميس إلى التعريف بفرص الاستثمار والتجارة والاقتصاد في المنطقة العربية التي تشهد ارتفاعا متسارعا في جاذبيتها للاستثمارات التركية.",A+
"تنظم متاحف قطر يومي الجمعة والسبت مهرجان الجاليات بحديقة متحف الفن الإسلامي للاحتفاء بعادات وثقافات البلدان المختلفة التي يقيم أبناؤها في دولة قطر، وذلك ضمن سلسلة المبادرات التي تشرف عليها المؤسسة بهدف تعزيز الحوار بين الشعوب من خلال التبادل الفني والثقافي والرياضي.
 
تشارك في المهرجان مدارس وروابط جاليات وممثلون عن السفارات وغيرهم من ممثلي الجاليات من بلدان عديدة.
وخلال المهرجان ستتحول حديقة متحف الفن الإسلامي إلى ساحة تتلون بأنشطة متنوعة، منها العروض الموسيقية والألعاب التراثية والأزياء الشعبية والمأكولات والمشروبات التي تشتهر بها البلدان المشاركة في المهرجان وغيرها من الأنشطة التي تبرز حجم الثراء والتنوع الثقافي والمجتمعي للجاليات التي تقيم في دولة قطر.
 
وتسعى متاحف قطر من خلال هذا المهرجان إلى بعث رسالة حب وتقدير للتنوع والاختلاف، وتقديم صور فنية وثقافية تعزز روح التسامح والانفتاح، وهو فرصة للتعرف على عادات وثقافات الجنسيات التي تعيش في البلاد.",A+
"تتوالى النكبات على الطوارق من سكان إقليم أزواد (شمال مالي) عاما بعد عام: حروب وأعمال عنف وسلب ونهب.. جماعات مسلحة، وعصابات تهريب، وشتات في مخيمات اللجوء..
لكن كل هذه الأحزان تخفت حد التلاشي، وتغيب وإن للحظة من خارطة مشاعر وأحاسيس سكان مخيم امبرة (شرق موريتانيا) حين يداعب محمد آغ أبدا أوتار ""التهرضنت"" آلة العزف التقليدية لدى الطوارق، وينشد سالى آغ على إيقاعها مقاطع من ملحمة ""انجورو"" الطارقية.
فعلى إيقاعها ترتفع النفوس الطارقية المعذبة في الملاجئ، وبما تحمل ""انجورو"" من أمجاد وبطولات، تتعزى الأحلام الضائعة الهاربة عن الأوطان. 
""هي وسيلتنا للإحساس بالكرامة والمجد، وإبقاء ذكريات الأجداد حية في نفوس الجميع"" هكذا يلخص آغ وتنفت مكانة هذه الملحمة لدى قومه..",A+
"التُّوتُ الْبَرِّيُّ أَوْ نَبْتَةُ الْأَرْجَنْتِينِ السِّحْرِيَّةُ كَمَا يَصِفُهُ بَعْضُ الْبَاحِثِينَ فِي عِلْمِ النَّبَاتَاتِ.

اسْمِي ماريسا أليخاندرا، مُتَخَصِّصَةٌ فِي دِرَاسَةِ أَشْجَارِ الْفَاكِهَةِ خُصُوصًا التُّوتَ الْبَرِّيَّ، هَذِهِ النَّبْتَةُ تُعْتَبَرُ مُضَادَّةً لِلْأَكْسَدَةِ وَتَمَّ اخْتِبَارُهَا فِي الْعَدِيدِ مِنَ الِاسْتِخْدَامَاتِ الطِّبِّيَّةِ.

تَعْتَمِدُ زِرَاعَةُ التُّوتِ الْبَرِّيِّ عَلَى عَوَامِلَ عِدَّةٍ، مِنْهَا وُجُودُ تُرْبَةٍ حَمْضِيَّةٍ خِصْبَةٍ، وَالْمُحَافَظَةُ عَلَى النَّبَاتِ فِي مَرَاحِلِ زِرَاعَتِهِ.

الشَّيْءُ الْأَسَاسِيُّ فِي زِرَاعَةِ التُّوتِ الْبَرِّيِّ هُوَ الْحُصُولُ عَلَى الْمِيَاهِ الْكَافِيَةِ وَالتُّرْبَةُ الْحَمْضِيَّةُ وَمَنْعُ الْأَعْشَابِ الضَّارَّةِ.

يَبْدَأُ الْحَصَادُ فِي نُوفَمْبِر مِنْ كُلِّ سَنَةٍ وَيَسْتَمِرُّ لِعَشَرَةِ أَيَّامٍ.

بَعْدَ حَصَادِ التُّوتِ الْبَرِّيِّ تَبْدَأُ عَمَلِيَّةُ إِدْخَالِهِ فِي مُنْتَجَاتٍ وَاسْتِخْدَامَاتٍ مُتَعَدِّدَةٍ، لِيَصِلَ الْمُسْتَهْلِكِينَ عَلَى شَكْلِ مُرَبًّى أَوْ عَصَائِرَ طَبِيعِيَّةٍ.

أُحِبُّ مُنْتَجَاتِ التُّوتِ الْبَرِّيِّ؛ فَلَدَيْهِ طَعْمٌ خَاصٌّ جِدًّا وَيَتَمَيَّزُ بِوُجُودِ نِسْبَةٍ عَالِيَةٍ مِنْ فِيتَامِينِ سي، وَيُمْكِنُ اسْتِخْدَامُهُ فِي صِنَاعَةِ حَلْوَى صِحِّيَّةٍ.

تَتَمَيَّزُ الصَّلْصَةُ الْمُسْتَخْرَجَةُ مِنَ التُّوتِ الْبَرِّيِّ بِمَذَاقٍ يَجْمَعُ بَيْنَ الْحُمُوضَةِ وَالْحَلَاوَةِ، وَمِنَ الْمُمْكِنِ مَزْجُهَا مَعَ الْبُوظَةِ وَالْحَلِيبِ الْمَخْفُوقِ، وَمُخْتَلِفِ أَنْوَاعِ السَّلَطَةِ.

يَلْعَبُ التُّوتُ الْبَرِّيُّ دَوْرًا مُهِمًّا فِي اقْتِصَادِ الْأَرْجَنْتِينِ بِشَكْلٍ عَامٍّ؛ إِذْ يُعْتَبَرُ مِنْ أَبْرَزِ الْمُنْتَجَاتِ الَّتِي تُصَدّرُ إِلَى الْخَارِجِ، خَاصَّةً إِلَى الْوِلَايَاتِ الْمُتَّحِدَةِ وَأُورُوبَّا.",A+
"تبذل السلطات المختصة في الجزائر جهودها  للمحافظة على ما تبقى من حرفة صناعة السجاد (الزرابي) التقليدية، التي تعود إلى آلاف السنين، وسط تحذيرات من اندثارها إذا لم تعالج أسباب تراجعها.
ويرى مختصون أن تراجع هذه الحرفة يعود لعدة أسباب، منها قلة أعداد السياح الأجانب وانخفاض عدد الحرفيين، إضافة إلى تدني أسعار السجاد المحلي، وارتفاع أسعار المواد الأولية، فضلا عن غياب المعارض التسويقية على مدار السنة، وعدم وجود سياسة حكومية واضحة للنهوض بالصناعة التقليدية.
وتراجعت هذه الصناعة من إنتاج أكثر من سبعمئة ألف قطعة سنويا عام 1990 إلى أقل من ثمانين ألف قطعة عام 2014.",A+
"قدم الدكتور زهير العربي اختصاصي التغذية في مؤسسة حمد الطبية بقطر التوصيات التالية لتجنب العطش في شهر رمضان الكريم

عدم تناول اللحوم وقت السحور.
تأخير السحور حتى آخر الوقت، وذلك بأن لا يكون بينه وبين الفجر أكثر من نصف ساعة.
شرب الماء بشكل مستمر بين الإفطار والسحور.
تجنب المكسرات والموالح والمخللات بشكل عام في رمضان، وبشكل خاص في السحور.
